#;TITLE;ALTERNATIVE;CREATOR;SUBJECT;DESCRIPTION;ABSTRACT;PUBLISHER;CONTRIBUTOR;DATE;TYPE;EXTENT;MEDIUM;IDENTIFIER;SOURCE;LANGUAGE;REFERENCES;SPATIAL;ATTRIBUTION NAME;ATTRIBUTION URL;LICENSE;DATESTAMP
453;Regenwulp in het weiland;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, close, cultuurlandschappen, dag, doortrekker, eten, fauna, foerageren, numenius phaeapus, poetsen, regenwulpen, steltloper, totaal, vogels, voorjaar, voorjaarstrek, wadvogel, weilanden;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Regenwulp in het weiland.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/5/2012;Moving Image;165;http://www.openbeelden.nl/files/07/24/724084.724037.0001REGENWULP-NAT00Z03NXC.mp4, http://www.openbeelden.nl/files/07/24/724086.724037.0001REGENWULP-NAT00Z03NXC.mp4, http://www.openbeelden.nl/files/07/24/724037.0001REGENWULP-NAT00Z03NXC.mp4, http://www.openbeelden.nl/files/07/24/724088.724037.0001REGENWULP-NAT00Z03NXC.webm, http://www.openbeelden.nl/files/07/24/724080.724037.0001REGENWULP-NAT00Z03NXC.ogv, http://www.openbeelden.nl/files/07/24/724082.724037.0001REGENWULP-NAT00Z03NXC.ogv, http://www.openbeelden.nl/files/07/24/724094.724037.0001REGENWULP_NAT00Z03NXC.m3u8, http://www.openbeelden.nl/files/07/24/724090.724037.0001REGENWULP-NAT00Z03NXC.ts, http://www.openbeelden.nl/files/07/24/724055.724037.0001REGENWULP-NAT00Z03NXC.mpeg, http://www.openbeelden.nl/images/747690/Regenwulp_in_het_weiland_%281_22%29.png;4961894;0001REGENWULP-NAT00Z03NXC;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724033;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
454;Roerdomp sluipend langs rietkraag;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, botaurus stellaris, buitenopname, close, cultuurlandschappen, dag, fauna, jagen, moerasvogel, rietveld, rietvogel, rode lijst, roerdompen, sluipen, totaal, vogels, winter;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Roerdomp sluipend langs de rietkraag.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);2/12/2010;Moving Image;155;http://www.openbeelden.nl/files/07/24/724062.724019.0001ROERDOMP0-NAT00Z03NXF.mp4, http://www.openbeelden.nl/files/07/24/724064.724019.0001ROERDOMP0-NAT00Z03NXF.mp4, http://www.openbeelden.nl/files/07/24/724019.0001ROERDOMP0-NAT00Z03NXF.mp4, http://www.openbeelden.nl/files/07/24/724066.724019.0001ROERDOMP0-NAT00Z03NXF.webm, http://www.openbeelden.nl/files/07/24/724058.724019.0001ROERDOMP0-NAT00Z03NXF.ogv, http://www.openbeelden.nl/files/07/24/724060.724019.0001ROERDOMP0-NAT00Z03NXF.ogv, http://www.openbeelden.nl/files/07/24/724075.724019.0001ROERDOMP0_NAT00Z03NXF.m3u8, http://www.openbeelden.nl/files/07/24/724068.724019.0001ROERDOMP0-NAT00Z03NXF.ts, http://www.openbeelden.nl/files/07/24/724046.724019.0001ROERDOMP0-NAT00Z03NXF.mpeg, http://www.openbeelden.nl/images/747691/Roerdomp_sluipend_langs_rietkraag_%281_17%29.png;4961891;0001ROERDOMP0-NAT00Z03NXF;nl;;Nederland, Den Helder, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724015;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
455;Rotganzen met afschrikmiddelen;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;afschikkanon, bewolkt, branta bernicla, buitenopname, close, cultuurlandschappen, dag, eten, fauna, foerageren, ganzenschade, geluidsoverlast, grazen, landbouwschade, rotganzen, totaal, vogels, voorjaar, wijd, wintergast;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Rotganzen met verjaagmiddelen.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/4/2012;Moving Image;194;http://www.openbeelden.nl/files/07/23/724004.723871.0001ROTGANS00-NAT00Z03NXK.mp4, http://www.openbeelden.nl/files/07/23/724006.723871.0001ROTGANS00-NAT00Z03NXK.mp4, http://www.openbeelden.nl/files/07/23/723871.0001ROTGANS00-NAT00Z03NXK.mp4, http://www.openbeelden.nl/files/07/23/724008.723871.0001ROTGANS00-NAT00Z03NXK.webm, http://www.openbeelden.nl/files/07/23/724000.723871.0001ROTGANS00-NAT00Z03NXK.ogv, http://www.openbeelden.nl/files/07/23/724002.723871.0001ROTGANS00-NAT00Z03NXK.ogv, http://www.openbeelden.nl/files/07/23/724013.723871.0001ROTGANS00_NAT00Z03NXK.m3u8, http://www.openbeelden.nl/files/07/23/724010.723871.0001ROTGANS00-NAT00Z03NXK.ts, http://www.openbeelden.nl/files/07/23/723901.723871.0001ROTGANS00-NAT00Z03NXK.mpeg, http://www.openbeelden.nl/images/747692/Rotganzen_met_afschrikmiddelen_%281_37%29.png;4961886;0001ROTGANS00-NAT00Z03NXK;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723867;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
456;Roodhalsfuut in winterkleed;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, close, dag, duiken, fauna, getijdengebieden, haven, olieslachtoffer, olievervuiling, podiceps grisegena, poetsen, roodhalsfuten, stookolie, totaal, vogels, winter, zonnig, zwemmen;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Roodhalsfuut in winterkleed.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);12/2/2009;Moving Image;141;http://www.openbeelden.nl/files/07/23/723984.723883.0001ROODHFUUT-NAT00Z03NXI.mp4, http://www.openbeelden.nl/files/07/23/723986.723883.0001ROODHFUUT-NAT00Z03NXI.mp4, http://www.openbeelden.nl/files/07/23/723883.0001ROODHFUUT-NAT00Z03NXI.mp4, http://www.openbeelden.nl/files/07/23/723988.723883.0001ROODHFUUT-NAT00Z03NXI.webm, http://www.openbeelden.nl/files/07/23/723980.723883.0001ROODHFUUT-NAT00Z03NXI.ogv, http://www.openbeelden.nl/files/07/23/723982.723883.0001ROODHFUUT-NAT00Z03NXI.ogv, http://www.openbeelden.nl/files/07/23/723998.723883.0001ROODHFUUT_NAT00Z03NXI.m3u8, http://www.openbeelden.nl/files/07/23/723990.723883.0001ROODHFUUT-NAT00Z03NXI.ts, http://www.openbeelden.nl/files/07/23/723905.723883.0001ROODHFUUT-NAT00Z03NXI.mpeg, http://www.openbeelden.nl/images/747693/Roodhalsfuut_in_winterkleed_%281_10%29.png;4961888;0001ROODHFUUT-NAT00Z03NXI;nl;;Oudeschild, Waddenzee, Nederland, Texel, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723879;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
457;Zingende roodborst;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, broedvogel, buitenopname, close, dag, duinen, erithacus rubecula, fauna, jaarvogel, roodborsten, totaal, tuinvogel, vogels, voorjaar, zang, zangvogel, zingen, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Zingende roodborst.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);4/27/2010;Moving Image;109;http://www.openbeelden.nl/files/07/23/723951.723895.0001ROODBORST-NAT00Z03NXG.mp4, http://www.openbeelden.nl/files/07/23/723953.723895.0001ROODBORST-NAT00Z03NXG.mp4, http://www.openbeelden.nl/files/07/23/723895.0001ROODBORST-NAT00Z03NXG.mp4, http://www.openbeelden.nl/files/07/23/723955.723895.0001ROODBORST-NAT00Z03NXG.webm, http://www.openbeelden.nl/files/07/23/723947.723895.0001ROODBORST-NAT00Z03NXG.ogv, http://www.openbeelden.nl/files/07/23/723949.723895.0001ROODBORST-NAT00Z03NXG.ogv, http://www.openbeelden.nl/files/07/23/723978.723895.0001ROODBORST_NAT00Z03NXG.m3u8, http://www.openbeelden.nl/files/07/23/723957.723895.0001ROODBORST-NAT00Z03NXG.ts, http://www.openbeelden.nl/files/07/23/723929.723895.0001ROODBORST-NAT00Z03NXG.mpeg, http://www.openbeelden.nl/images/747694/Zingende_roodborst_%280_54%29.png;4961890;0001ROODBORST-NAT00Z03NXG;nl;;Nederland, Texel, Den Hoorn, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723891;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
458;Winterkleed rosse grutto's;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;branding, buitenopname, close, dag, doortrekker, eb, eten, fauna, foerageren, getijdengebieden, limosa lapponica, najaar, rosse grutto's, slapen, steltloper, strand, totaal, vogels, wijd, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Winterkleed rosse grutto's op het wad.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);10/8/2006;Moving Image;158;http://www.openbeelden.nl/files/07/23/723936.723877.0001ROSSEGRUT-NAT00Z03NXJ.mp4, http://www.openbeelden.nl/files/07/23/723938.723877.0001ROSSEGRUT-NAT00Z03NXJ.mp4, http://www.openbeelden.nl/files/07/23/723877.0001ROSSEGRUT-NAT00Z03NXJ.mp4, http://www.openbeelden.nl/files/07/23/723940.723877.0001ROSSEGRUT-NAT00Z03NXJ.webm, http://www.openbeelden.nl/files/07/23/723932.723877.0001ROSSEGRUT-NAT00Z03NXJ.ogv, http://www.openbeelden.nl/files/07/23/723934.723877.0001ROSSEGRUT-NAT00Z03NXJ.ogv, http://www.openbeelden.nl/files/07/23/723944.723877.0001ROSSEGRUT_NAT00Z03NXJ.m3u8, http://www.openbeelden.nl/files/07/23/723942.723877.0001ROSSEGRUT-NAT00Z03NXJ.ts, http://www.openbeelden.nl/files/07/23/723907.723877.0001ROSSEGRUT-NAT00Z03NXJ.mpeg, http://www.openbeelden.nl/images/747695/Winterkleed_rosse_grutto%27s_%281_19%29.png;4961887;0001ROSSEGRUT-NAT00Z03NXJ;nl;;Waddenzee, Nederland, Texel, De Cocskdorp, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723873;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
459;Vrouwtje roodborsttapuit;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;buitenopname, close, dag, duinvogel, fauna, heide, heidevogel, roodborsttapuiten, saxicola rubicola, schutkleur, totaal, vogels, voorjaar, vrouwtje, zitten, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Vrouwtje roodborsttapuit.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/22/2009;Moving Image;84;http://www.openbeelden.nl/files/07/23/723914.723889.0001ROODBOTAP-NAT00Z03NXH.mp4, http://www.openbeelden.nl/files/07/23/723916.723889.0001ROODBOTAP-NAT00Z03NXH.mp4, http://www.openbeelden.nl/files/07/23/723889.0001ROODBOTAP-NAT00Z03NXH.mp4, http://www.openbeelden.nl/files/07/23/723918.723889.0001ROODBOTAP-NAT00Z03NXH.webm, http://www.openbeelden.nl/files/07/23/723910.723889.0001ROODBOTAP-NAT00Z03NXH.ogv, http://www.openbeelden.nl/files/07/23/723912.723889.0001ROODBOTAP-NAT00Z03NXH.ogv, http://www.openbeelden.nl/files/07/23/723927.723889.0001ROODBOTAP_NAT00Z03NXH.m3u8, http://www.openbeelden.nl/files/07/23/723920.723889.0001ROODBOTAP-NAT00Z03NXH.ts, http://www.openbeelden.nl/files/07/23/723899.723889.0001ROODBOTAP-NAT00Z03NXH.mpeg, http://www.openbeelden.nl/images/747696/Vrouwtje_roodborsttapuit_%280_42%29.png;4961889;0001ROODBOTAP-NAT00Z03NXH;nl;;Nederland, Overijssel, Nijverdal, Sallandse Heuvelrug;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723885;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
460;Stormmeeuw in broedkolonie;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;buitenopname, close, dag, duinen, duinvogel, eieren, extreem close, fauna, kolonie, larus canus, nesten, stormmeeuwen, totaal, vogels, voorjaar, waken, wijd, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Stormmeeuw in broedkolonie.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/25/2011;Moving Image;227;http://www.openbeelden.nl/files/07/23/723852.723749.0001STORMMEEU-NAT00Z03NXP.mp4, http://www.openbeelden.nl/files/07/23/723854.723749.0001STORMMEEU-NAT00Z03NXP.mp4, http://www.openbeelden.nl/files/07/23/723749.0001STORMMEEU-NAT00Z03NXP.mp4, http://www.openbeelden.nl/files/07/23/723856.723749.0001STORMMEEU-NAT00Z03NXP.webm, http://www.openbeelden.nl/files/07/23/723848.723749.0001STORMMEEU-NAT00Z03NXP.ogv, http://www.openbeelden.nl/files/07/23/723850.723749.0001STORMMEEU-NAT00Z03NXP.ogv, http://www.openbeelden.nl/files/07/23/723865.723749.0001STORMMEEU_NAT00Z03NXP.m3u8, http://www.openbeelden.nl/files/07/23/723858.723749.0001STORMMEEU-NAT00Z03NXP.ts, http://www.openbeelden.nl/files/07/23/723776.723749.0001STORMMEEU-NAT00Z03NXP.mpeg, http://www.openbeelden.nl/images/747697/Stormmeeuw_in_broedkolonie_%281_53%29.png;4961881;0001STORMMEEU-NAT00Z03NXP;nl;;Duinpark, Nederland, Texel, De Koog, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723745;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
461;Spreeuwen op vogelvoer;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;appels, bewolkt, buitenopname, close, dag, eten, fauna, spreeuwen, stedelijke gebieden, sturnus vulgaris, totaal, tuinvogel, vetproducten, vogelbescherming, vogels, vogelvoer, winter;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Spreeuwen in tuin op voer.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);1/11/2010;Moving Image;126;http://www.openbeelden.nl/files/07/23/723836.723761.0001SPREEUW00-NAT00Z03NXN.mp4, http://www.openbeelden.nl/files/07/23/723838.723761.0001SPREEUW00-NAT00Z03NXN.mp4, http://www.openbeelden.nl/files/07/23/723761.0001SPREEUW00-NAT00Z03NXN.mp4, http://www.openbeelden.nl/files/07/23/723840.723761.0001SPREEUW00-NAT00Z03NXN.webm, http://www.openbeelden.nl/files/07/23/723832.723761.0001SPREEUW00-NAT00Z03NXN.ogv, http://www.openbeelden.nl/files/07/23/723834.723761.0001SPREEUW00-NAT00Z03NXN.ogv, http://www.openbeelden.nl/files/07/23/723846.723761.0001SPREEUW00_NAT00Z03NXN.m3u8, http://www.openbeelden.nl/files/07/23/723842.723761.0001SPREEUW00-NAT00Z03NXN.ts, http://www.openbeelden.nl/files/07/23/723773.723761.0001SPREEUW00-NAT00Z03NXN.mpeg, http://www.openbeelden.nl/images/747698/Spreeuwen_op_vogelvoer_%281_03%29.png;4961883;0001SPREEUW00-NAT00Z03NXN;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723757;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
462;Smienten op het gras en vliegend;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anas penelope, bewolkt, buitenopname, close, cultuurlandschappen, dag, fauna, fluiteend, grazen, landbouwschade, poetsen, schade, smienten, totaal, vliegen, vogels, winter, zitten, zwemmen;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Grote groep smienten op het gras en vliegend.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);1/19/2009;Moving Image;377;http://www.openbeelden.nl/files/07/23/723816.723767.0001SMIENT000-NAT00Z03NXM.mp4, http://www.openbeelden.nl/files/07/23/723818.723767.0001SMIENT000-NAT00Z03NXM.mp4, http://www.openbeelden.nl/files/07/23/723767.0001SMIENT000-NAT00Z03NXM.mp4, http://www.openbeelden.nl/files/07/23/723820.723767.0001SMIENT000-NAT00Z03NXM.webm, http://www.openbeelden.nl/files/07/23/723812.723767.0001SMIENT000-NAT00Z03NXM.ogv, http://www.openbeelden.nl/files/07/23/723814.723767.0001SMIENT000-NAT00Z03NXM.ogv, http://www.openbeelden.nl/files/07/23/723830.723767.0001SMIENT000_NAT00Z03NXM.m3u8, http://www.openbeelden.nl/files/07/23/723822.723767.0001SMIENT000-NAT00Z03NXM.ts, http://www.openbeelden.nl/files/07/23/723779.723767.0001SMIENT000-NAT00Z03NXM.mpeg, http://www.openbeelden.nl/images/747699/Smienten_op_het_gras_en_vliegend_%283_08%29.png;4961884;0001SMIENT000-NAT00Z03NXM;nl;;Waal en Burg, Nederland, Texel, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723763;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
463;Staartmees bij vogelvoer;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;aegithalos caudatus, bewolkt, buitenopname, close, dag, eten, fauna, staartmezen, stedelijke gebieden, totaal, tuinvogel, vetbollen, vetproducten, vivara, vogelbescherming, vogels, winter;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Staartmees op vogelvoer.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);3/12/2010;Moving Image;109;http://www.openbeelden.nl/files/07/23/723785.723755.0001STAARTMEE-NAT00Z03NXO.mp4, http://www.openbeelden.nl/files/07/23/723787.723755.0001STAARTMEE-NAT00Z03NXO.mp4, http://www.openbeelden.nl/files/07/23/723755.0001STAARTMEE-NAT00Z03NXO.mp4, http://www.openbeelden.nl/files/07/23/723789.723755.0001STAARTMEE-NAT00Z03NXO.webm, http://www.openbeelden.nl/files/07/23/723781.723755.0001STAARTMEE-NAT00Z03NXO.ogv, http://www.openbeelden.nl/files/07/23/723783.723755.0001STAARTMEE-NAT00Z03NXO.ogv, http://www.openbeelden.nl/files/07/23/723802.723755.0001STAARTMEE_NAT00Z03NXO.m3u8, http://www.openbeelden.nl/files/07/23/723791.723755.0001STAARTMEE-NAT00Z03NXO.ts, http://www.openbeelden.nl/files/07/23/723770.723755.0001STAARTMEE-NAT00Z03NXO.mpeg, http://www.openbeelden.nl/images/747700/Staartmees_bij_vogelvoer_%280_54%29.png;4961882;0001STAARTMEE-NAT00Z03NXO;nl;;Nederland, Limburg, Venray;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723751;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
464;Toendra rietganzen in de sneeuw;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anser serrirostris, bewolkt, buitenopname, close, cultuurlandschappen, dag, eten, fauna, foerageren, ganzenschade, guur, koud, landbouwschade, sneeuw, toendra rietganzen, totaal, vogels, wijd, winter;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Toendra rietganzen in de sneeuw.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);1/27/2010;Moving Image;108;http://www.openbeelden.nl/files/07/23/723735.723598.0001TRIETGANS-NAT00Z03NXU.mp4, http://www.openbeelden.nl/files/07/23/723737.723598.0001TRIETGANS-NAT00Z03NXU.mp4, http://www.openbeelden.nl/files/07/23/723598.0001TRIETGANS-NAT00Z03NXU.mp4, http://www.openbeelden.nl/files/07/23/723739.723598.0001TRIETGANS-NAT00Z03NXU.webm, http://www.openbeelden.nl/files/07/23/723731.723598.0001TRIETGANS-NAT00Z03NXU.ogv, http://www.openbeelden.nl/files/07/23/723733.723598.0001TRIETGANS-NAT00Z03NXU.ogv, http://www.openbeelden.nl/files/07/23/723743.723598.0001TRIETGANS_NAT00Z03NXU.m3u8, http://www.openbeelden.nl/files/07/23/723741.723598.0001TRIETGANS-NAT00Z03NXU.ts, http://www.openbeelden.nl/files/07/23/723622.723598.0001TRIETGANS-NAT00Z03NXU.mpeg, http://www.openbeelden.nl/images/747701/Toendra_rietganzen_in_de_sneeuw_%280_54%29.png;4961877;0001TRIETGANS-NAT00Z03NXU;nl;;Nederland, Texel, Polder Eierland, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723594;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
465;Torenvalk met prooi in de sneeuw;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, close, cultuurlandschappen, dag, dood, eten, falco tinnunculus, fauna, jagen, koud guur, prooidier, roofvogel, sneeuw, torenvalken, totaal, vogels, winter;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Torenvalk met prooi in de sneeuw.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);1/31/2010;Moving Image;125;http://www.openbeelden.nl/files/07/23/723721.723604.0001TORENVALK-NAT00Z03NXS.mp4, http://www.openbeelden.nl/files/07/23/723723.723604.0001TORENVALK-NAT00Z03NXS.mp4, http://www.openbeelden.nl/files/07/23/723604.0001TORENVALK-NAT00Z03NXS.mp4, http://www.openbeelden.nl/files/07/23/723725.723604.0001TORENVALK-NAT00Z03NXS.webm, http://www.openbeelden.nl/files/07/23/723717.723604.0001TORENVALK-NAT00Z03NXS.ogv, http://www.openbeelden.nl/files/07/23/723719.723604.0001TORENVALK-NAT00Z03NXS.ogv, http://www.openbeelden.nl/files/07/23/723729.723604.0001TORENVALK_NAT00Z03NXS.m3u8, http://www.openbeelden.nl/files/07/23/723727.723604.0001TORENVALK-NAT00Z03NXS.ts, http://www.openbeelden.nl/files/07/23/723626.723604.0001TORENVALK-NAT00Z03NXS.mpeg, http://www.openbeelden.nl/images/747702/Torenvalk_met_prooi_in_de_sneeuw_%281_02%29.png;4961878;0001TORENVALK-NAT00Z03NXS;nl;;Oudeschild, Nederland, Texel, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723600;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
466;Tapuit met jongen bij konijnenhol;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, dag, duinen, duinvogel, eten, fauna, holenbroeder, jong, oenanthe oenanthe, rode lijst, tapuiten, totaal, trekvogel, voeren, vogels, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Tapuit met jongen bij een konijnenhol.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);6/7/2010;Moving Image;155;http://www.openbeelden.nl/files/07/23/723674.723610.0001TAPUIT000-NAT00Z03NXR.mp4, http://www.openbeelden.nl/files/07/23/723676.723610.0001TAPUIT000-NAT00Z03NXR.mp4, http://www.openbeelden.nl/files/07/23/723610.0001TAPUIT000-NAT00Z03NXR.mp4, http://www.openbeelden.nl/files/07/23/723678.723610.0001TAPUIT000-NAT00Z03NXR.webm, http://www.openbeelden.nl/files/07/23/723670.723610.0001TAPUIT000-NAT00Z03NXR.ogv, http://www.openbeelden.nl/files/07/23/723672.723610.0001TAPUIT000-NAT00Z03NXR.ogv, http://www.openbeelden.nl/files/07/23/723715.723610.0001TAPUIT000_NAT00Z03NXR.m3u8, http://www.openbeelden.nl/files/07/23/723680.723610.0001TAPUIT000-NAT00Z03NXR.ts, http://www.openbeelden.nl/files/07/23/723652.723610.0001TAPUIT000-NAT00Z03NXR.mpeg, http://www.openbeelden.nl/images/747703/Tapuit_met_jongen_bij_konijnenhol_%281_17%29.png;4961879;0001TAPUIT000-NAT00Z03NXR;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/723606;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
