#;TITLE;ALTERNATIVE;CREATOR;SUBJECT;DESCRIPTION;ABSTRACT;PUBLISHER;CONTRIBUTOR;DATE;TYPE;EXTENT;MEDIUM;IDENTIFIER;SOURCE;LANGUAGE;REFERENCES;SPATIAL;ATTRIBUTION NAME;ATTRIBUTION URL;LICENSE;DATESTAMP
438;Diverse kleden van tapuit;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, close, dag, duinen, duinvogel, fauna, kijken, mannetje, oenanthe oenanthe, rode lijst, tapuiten, totaal, vogels, vrouwtje, zitten, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Diverse kleden van tapuit in duin en op paaltjes.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);8/29/2008;Moving Image;283;http://www.openbeelden.nl/files/07/24/724540.724482.0000TAPUIT000-NAT00Z03NTS.mp4, http://www.openbeelden.nl/files/07/24/724542.724482.0000TAPUIT000-NAT00Z03NTS.mp4, http://www.openbeelden.nl/files/07/24/724482.0000TAPUIT000-NAT00Z03NTS.mp4, http://www.openbeelden.nl/files/07/24/724544.724482.0000TAPUIT000-NAT00Z03NTS.webm, http://www.openbeelden.nl/files/07/24/724536.724482.0000TAPUIT000-NAT00Z03NTS.ogv, http://www.openbeelden.nl/files/07/24/724538.724482.0000TAPUIT000-NAT00Z03NTS.ogv, http://www.openbeelden.nl/files/07/24/724548.724482.0000TAPUIT000_NAT00Z03NTS.m3u8, http://www.openbeelden.nl/files/07/24/724546.724482.0000TAPUIT000-NAT00Z03NTS.ts, http://www.openbeelden.nl/files/07/24/724513.724482.0000TAPUIT000-NAT00Z03NTS.mpeg, http://www.openbeelden.nl/images/747675/Diverse_kleden_van_tapuit_%282_21%29.png;4961907;0000TAPUIT000-NAT00Z03NTS;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724478;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
439;Foeragerende temminck strandlopers;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, calidris temminckii, close, cultuurlandschappen, dag, eten, fauna, foerageren, schelpen, slik, steltloper, temminck strandlopers, totaal, vogels, voorjaar, wadvogel, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Foeragerende temminck strandlopers.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/2/2009;Moving Image;145;http://www.openbeelden.nl/files/07/24/724519.724476.0000TEMSTRLOP-NAT00Z03NTT.mp4, http://www.openbeelden.nl/files/07/24/724521.724476.0000TEMSTRLOP-NAT00Z03NTT.mp4, http://www.openbeelden.nl/files/07/24/724476.0000TEMSTRLOP-NAT00Z03NTT.mp4, http://www.openbeelden.nl/files/07/24/724523.724476.0000TEMSTRLOP-NAT00Z03NTT.webm, http://www.openbeelden.nl/files/07/24/724515.724476.0000TEMSTRLOP-NAT00Z03NTT.ogv, http://www.openbeelden.nl/files/07/24/724517.724476.0000TEMSTRLOP-NAT00Z03NTT.ogv, http://www.openbeelden.nl/files/07/24/724531.724476.0000TEMSTRLOP_NAT00Z03NTT.m3u8, http://www.openbeelden.nl/files/07/24/724525.724476.0000TEMSTRLOP-NAT00Z03NTT.ts, http://www.openbeelden.nl/files/07/24/724503.724476.0000TEMSTRLOP-NAT00Z03NTT.mpeg, http://www.openbeelden.nl/images/747676/Foeragerende_temminck_strandlopers_%281_12%29.png;4961906;0000TEMSTRLOP-NAT00Z03NTT;nl;;Waal en Burg, Nederland, Texel, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724472;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
440;Biddende torenvalk;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, bidden, buitenopname, close, dag, duinen, falco tinnunculus, fauna, roofvogel, stilhangen, torenvalken, totaal, vleugelwieken, vogels, voorjaar, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Biddende torenvalk.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);3/17/2010;Moving Image;116;http://www.openbeelden.nl/files/07/24/724462.724350.0000TORENVALK-NAT00Z03NTW.mp4, http://www.openbeelden.nl/files/07/24/724464.724350.0000TORENVALK-NAT00Z03NTW.mp4, http://www.openbeelden.nl/files/07/24/724350.0000TORENVALK-NAT00Z03NTW.mp4, http://www.openbeelden.nl/files/07/24/724466.724350.0000TORENVALK-NAT00Z03NTW.webm, http://www.openbeelden.nl/files/07/24/724458.724350.0000TORENVALK-NAT00Z03NTW.ogv, http://www.openbeelden.nl/files/07/24/724460.724350.0000TORENVALK-NAT00Z03NTW.ogv, http://www.openbeelden.nl/files/07/24/724470.724350.0000TORENVALK_NAT00Z03NTW.m3u8, http://www.openbeelden.nl/files/07/24/724468.724350.0000TORENVALK-NAT00Z03NTW.ts, http://www.openbeelden.nl/files/07/24/724368.724350.0000TORENVALK-NAT00Z03NTW.mpeg, http://www.openbeelden.nl/images/747677/Biddende_torenvalk_%280_58%29.png;4961903;0000TORENVALK-NAT00Z03NTW;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724346;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
441;Zingende tuinfluiter;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bossen, buitenopname, close, dag, fauna, moerassen, sylvia borin, tuinfluiters, tuinvogel, verstopt, vogels, voorjaar, zang, zangvogel, zingen, zomervogel, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Zingende tuinfluiter.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);6/10/2013;Moving Image;41;http://www.openbeelden.nl/files/07/24/724376.724335.0000TUINFLUIT-NAT00Z03NTY.mp4, http://www.openbeelden.nl/files/07/24/724380.724335.0000TUINFLUIT-NAT00Z03NTY.mp4, http://www.openbeelden.nl/files/07/24/724335.0000TUINFLUIT-NAT00Z03NTY.mp4, http://www.openbeelden.nl/files/07/24/724382.724335.0000TUINFLUIT-NAT00Z03NTY.webm, http://www.openbeelden.nl/files/07/24/724371.724335.0000TUINFLUIT-NAT00Z03NTY.ogv, http://www.openbeelden.nl/files/07/24/724373.724335.0000TUINFLUIT-NAT00Z03NTY.ogv, http://www.openbeelden.nl/files/07/24/724456.724335.0000TUINFLUIT_NAT00Z03NTY.m3u8, http://www.openbeelden.nl/files/07/24/724384.724335.0000TUINFLUIT-NAT00Z03NTY.ts, http://www.openbeelden.nl/files/07/24/724344.724335.0000TUINFLUIT-NAT00Z03NTY.mpeg, http://www.openbeelden.nl/images/747678/Zingende_tuinfluiter_%280_20%29.png;4961901;0000TUINFLUIT-NAT00Z03NTY;nl;;Nederland, Flevoland, Oostvaarderplassen;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724331;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
442;Grazende toendra rietganzen;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anser serrirostris, buitenopname, close, cultuurlandschappen, dag, eten, fauna, foerageren, ganzenschade, grazen, landbouwschade, toendra rietganzen, totaal, vogels, wijd, winter, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Grazende toendra rietganzen.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);2/4/2009;Moving Image;109;http://www.openbeelden.nl/files/07/24/724446.724342.0000TRIETGANS-NAT00Z03NTX.mp4, http://www.openbeelden.nl/files/07/24/724448.724342.0000TRIETGANS-NAT00Z03NTX.mp4, http://www.openbeelden.nl/files/07/24/724342.0000TRIETGANS-NAT00Z03NTX.mp4, http://www.openbeelden.nl/files/07/24/724450.724342.0000TRIETGANS-NAT00Z03NTX.webm, http://www.openbeelden.nl/files/07/24/724442.724342.0000TRIETGANS-NAT00Z03NTX.ogv, http://www.openbeelden.nl/files/07/24/724444.724342.0000TRIETGANS-NAT00Z03NTX.ogv, http://www.openbeelden.nl/files/07/24/724454.724342.0000TRIETGANS_NAT00Z03NTX.m3u8, http://www.openbeelden.nl/files/07/24/724452.724342.0000TRIETGANS-NAT00Z03NTX.ts, http://www.openbeelden.nl/files/07/24/724365.724342.0000TRIETGANS-NAT00Z03NTX.mpeg, http://www.openbeelden.nl/images/747679/Grazende_toendra_rietganzen_%280_54%29.png;4961902;0000TRIETGANS-NAT00Z03NTX;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724337;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
443;Zwemmende toppereenden;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;aythya marila, bewolkt, buitenopname, close, dag, fauna, ijs, koud, meren, poetsen, stortstenen, toppereenden, totaal, vogels, winter, zonnig, zwemmen;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Zwemmende toppereenden.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);1/13/2010;Moving Image;174;http://www.openbeelden.nl/files/07/24/724413.724356.0000TOPPEREEN-NAT00Z03NTV.mp4, http://www.openbeelden.nl/files/07/24/724415.724356.0000TOPPEREEN-NAT00Z03NTV.mp4, http://www.openbeelden.nl/files/07/24/724356.0000TOPPEREEN-NAT00Z03NTV.mp4, http://www.openbeelden.nl/files/07/24/724417.724356.0000TOPPEREEN-NAT00Z03NTV.webm, http://www.openbeelden.nl/files/07/24/724409.724356.0000TOPPEREEN-NAT00Z03NTV.ogv, http://www.openbeelden.nl/files/07/24/724411.724356.0000TOPPEREEN-NAT00Z03NTV.ogv, http://www.openbeelden.nl/files/07/24/724440.724356.0000TOPPEREEN_NAT00Z03NTV.m3u8, http://www.openbeelden.nl/files/07/24/724419.724356.0000TOPPEREEN-NAT00Z03NTV.ts, http://www.openbeelden.nl/files/07/24/724386.724356.0000TOPPEREEN-NAT00Z03NTV.mpeg, http://www.openbeelden.nl/images/747680/Zwemmende_toppereenden_%281_27%29.png;4961904;0000TOPPEREEN-NAT00Z03NTV;nl;;Nederland, IJsselmeer, Wieringenmeer, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724352;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
444;Zingende tjiftjaf;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, close, dag, fauna, moerassen, phylloscopus collybita, tjiftjaffen, totaal, vliegen, vogels, voorjaar, zangvogel, zingen, zomergast;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Zingende tjiftjaf.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/14/2009;Moving Image;137;http://www.openbeelden.nl/files/07/24/724392.724362.0000TJIFTJAF0-NAT00Z03NTU.mp4, http://www.openbeelden.nl/files/07/24/724394.724362.0000TJIFTJAF0-NAT00Z03NTU.mp4, http://www.openbeelden.nl/files/07/24/724362.0000TJIFTJAF0-NAT00Z03NTU.mp4, http://www.openbeelden.nl/files/07/24/724396.724362.0000TJIFTJAF0-NAT00Z03NTU.webm, http://www.openbeelden.nl/files/07/24/724388.724362.0000TJIFTJAF0-NAT00Z03NTU.ogv, http://www.openbeelden.nl/files/07/24/724390.724362.0000TJIFTJAF0-NAT00Z03NTU.ogv, http://www.openbeelden.nl/files/07/24/724405.724362.0000TJIFTJAF0_NAT00Z03NTU.m3u8, http://www.openbeelden.nl/files/07/24/724398.724362.0000TJIFTJAF0-NAT00Z03NTU.ts, http://www.openbeelden.nl/files/07/24/724377.724362.0000TJIFTJAF0-NAT00Z03NTU.mpeg, http://www.openbeelden.nl/images/747681/Zingende_tjiftjaf_%281_08%29.png;4961905;0000TJIFTJAF0-NAT00Z03NTU;nl;;Zuid-Holland, Nederland, Zouweboezem, Lexmond;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724358;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
445;Purperreiger in slootkant;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;ardea purperea, buitenopname, close, dag, fauna, jagen, laagveen, purperreigers, rode lijst, slootkant, totaal, veenweidegebied, vogels, wijd, zomer, zomervogel, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Purperreiger in de slootkant.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);8/8/2011;Moving Image;88;http://www.openbeelden.nl/files/07/24/724316.724195.0001PURPERREI-NAT00Z03NX9.mp4, http://www.openbeelden.nl/files/07/24/724318.724195.0001PURPERREI-NAT00Z03NX9.mp4, http://www.openbeelden.nl/files/07/24/724195.0001PURPERREI-NAT00Z03NX9.mp4, http://www.openbeelden.nl/files/07/24/724320.724195.0001PURPERREI-NAT00Z03NX9.webm, http://www.openbeelden.nl/files/07/24/724312.724195.0001PURPERREI-NAT00Z03NX9.ogv, http://www.openbeelden.nl/files/07/24/724314.724195.0001PURPERREI-NAT00Z03NX9.ogv, http://www.openbeelden.nl/files/07/24/724329.724195.0001PURPERREI_NAT00Z03NX9.m3u8, http://www.openbeelden.nl/files/07/24/724322.724195.0001PURPERREI-NAT00Z03NX9.ts, http://www.openbeelden.nl/files/07/24/724219.724195.0001PURPERREI-NAT00Z03NX9.mpeg, http://www.openbeelden.nl/images/747682/Purperreiger_in_slootkant_%280_44%29.png;4961897;0001PURPERREI-NAT00Z03NX9;nl;;Utrecht, Nederland, Zegveld;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724191;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
446;Zittende turkse tortel;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bloemetjes, bloesem, buitenopname, close, dag, fauna, stedelijke gebieden, streptopelia decaocto, tuinvogel, turkse tortels, vogels, voorjaar, zitten, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Zittende turkse tortel.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/25/2013;Moving Image;75;http://www.openbeelden.nl/files/07/24/724302.724214.0000TURKTORTE-NAT00Z03NU0.mp4, http://www.openbeelden.nl/files/07/24/724304.724214.0000TURKTORTE-NAT00Z03NU0.mp4, http://www.openbeelden.nl/files/07/24/724214.0000TURKTORTE-NAT00Z03NU0.mp4, http://www.openbeelden.nl/files/07/24/724306.724214.0000TURKTORTE-NAT00Z03NU0.webm, http://www.openbeelden.nl/files/07/24/724298.724214.0000TURKTORTE-NAT00Z03NU0.ogv, http://www.openbeelden.nl/files/07/24/724300.724214.0000TURKTORTE-NAT00Z03NU0.ogv, http://www.openbeelden.nl/files/07/24/724310.724214.0000TURKTORTE_NAT00Z03NU0.m3u8, http://www.openbeelden.nl/files/07/24/724308.724214.0000TURKTORTE-NAT00Z03NU0.ts, http://www.openbeelden.nl/files/07/24/724222.724214.0000TURKTORTE-NAT00Z03NU0.mpeg, http://www.openbeelden.nl/images/747683/Zittende_turkse_tortel_%280_37%29.png;4961900;0000TURKTORTE-NAT00Z03NU0;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724210;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
447;Pestvogels met een appel;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;appel, bewolkt, bombycilla garrulus, buitenopname, close, dag, eten, extreem close, fauna, fruit, invasievogel, koud, pestvogels, sneeuw, stedelijke gebieden, totaal, vogels, wijd, winter;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Pestvogels etend van een appel in de sneeuw.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);2/10/2010;Moving Image;164;http://www.openbeelden.nl/files/07/24/724278.724207.0001PESTVOGEL-NAT00Z03NX7.mp4, http://www.openbeelden.nl/files/07/24/724280.724207.0001PESTVOGEL-NAT00Z03NX7.mp4, http://www.openbeelden.nl/files/07/24/724207.0001PESTVOGEL-NAT00Z03NX7.mp4, http://www.openbeelden.nl/files/07/24/724282.724207.0001PESTVOGEL-NAT00Z03NX7.webm, http://www.openbeelden.nl/files/07/24/724274.724207.0001PESTVOGEL-NAT00Z03NX7.ogv, http://www.openbeelden.nl/files/07/24/724276.724207.0001PESTVOGEL-NAT00Z03NX7.ogv, http://www.openbeelden.nl/files/07/24/724296.724207.0001PESTVOGEL_NAT00Z03NX7.m3u8, http://www.openbeelden.nl/files/07/24/724284.724207.0001PESTVOGEL-NAT00Z03NX7.ts, http://www.openbeelden.nl/files/07/24/724246.724207.0001PESTVOGEL-NAT00Z03NX7.mpeg, http://www.openbeelden.nl/images/747684/Pestvogels_met_een_appel_%281_22%29.png;4961899;0001PESTVOGEL-NAT00Z03NX7;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724203;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
448;Pimpelmees in nestkast;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;buitenopname, close, dag, fauna, holenbroeder, parus caeruleus, pimpelmezen, stedelijke gebieden, totaal, tuinvogel, vivara, voeren, vogelbescherming, vogels, voorjaar, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Pimpelmees bij en in nestkast met jongen.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/23/2012;Moving Image;164;http://www.openbeelden.nl/files/07/24/724252.724201.0001PIMPELMEE-NAT00Z03NX8.mp4, http://www.openbeelden.nl/files/07/24/724254.724201.0001PIMPELMEE-NAT00Z03NX8.mp4, http://www.openbeelden.nl/files/07/24/724201.0001PIMPELMEE-NAT00Z03NX8.mp4, http://www.openbeelden.nl/files/07/24/724256.724201.0001PIMPELMEE-NAT00Z03NX8.webm, http://www.openbeelden.nl/files/07/24/724248.724201.0001PIMPELMEE-NAT00Z03NX8.ogv, http://www.openbeelden.nl/files/07/24/724250.724201.0001PIMPELMEE-NAT00Z03NX8.ogv, http://www.openbeelden.nl/files/07/24/724264.724201.0001PIMPELMEE_NAT00Z03NX8.m3u8, http://www.openbeelden.nl/files/07/24/724258.724201.0001PIMPELMEE-NAT00Z03NX8.ts, http://www.openbeelden.nl/files/07/24/724225.724201.0001PIMPELMEE-NAT00Z03NX8.mpeg, http://www.openbeelden.nl/images/747685/Pimpelmees_in_nestkast_%281_22%29.png;4961898;0001PIMPELMEE-NAT00Z03NX8;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724197;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
449;Putters op vogelfeeders;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;buitenopname, carduelis carduelis, chloris chloris, close, dag, distelvink, eten, fauna, groenlingen, putters, stedelijke gebieden, totaal, tuinvogel, vivara, vogelbescherming, vogels, vogelvoer, winter, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Putters op vogelfeeders.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);2/21/2009;Moving Image;87;http://www.openbeelden.nl/files/07/24/724232.724189.0001PUTTER000-NAT00Z03NXA.mp4, http://www.openbeelden.nl/files/07/24/724234.724189.0001PUTTER000-NAT00Z03NXA.mp4, http://www.openbeelden.nl/files/07/24/724189.0001PUTTER000-NAT00Z03NXA.mp4, http://www.openbeelden.nl/files/07/24/724236.724189.0001PUTTER000-NAT00Z03NXA.webm, http://www.openbeelden.nl/files/07/24/724228.724189.0001PUTTER000-NAT00Z03NXA.ogv, http://www.openbeelden.nl/files/07/24/724230.724189.0001PUTTER000-NAT00Z03NXA.ogv, http://www.openbeelden.nl/files/07/24/724244.724189.0001PUTTER000_NAT00Z03NXA.m3u8, http://www.openbeelden.nl/files/07/24/724238.724189.0001PUTTER000-NAT00Z03NXA.ts, http://www.openbeelden.nl/files/07/24/724216.724189.0001PUTTER000-NAT00Z03NXA.mpeg, http://www.openbeelden.nl/images/747686/Putters_op_vogelfeeders_%280_43%29.png;4961896;0001PUTTER000-NAT00Z03NXA;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724185;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/16/2014
450;Ringmus op feeders;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, close, dag, eten, fauna, feeder, koolmezen, parus major, passer montanus, pinda's, ringmussen, stedelijke gebieden, totaal, tuinvogel, vivara, vogels, vogelzaad, voorjaar, wijd, winter, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Ringmus op feeders.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);11/5/2012;Moving Image;133;http://www.openbeelden.nl/files/07/24/724174.724025.0001RINGMUS00-NAT00Z03NXE.mp4, http://www.openbeelden.nl/files/07/24/724176.724025.0001RINGMUS00-NAT00Z03NXE.mp4, http://www.openbeelden.nl/files/07/24/724025.0001RINGMUS00-NAT00Z03NXE.mp4, http://www.openbeelden.nl/files/07/24/724178.724025.0001RINGMUS00-NAT00Z03NXE.webm, http://www.openbeelden.nl/files/07/24/724170.724025.0001RINGMUS00-NAT00Z03NXE.ogv, http://www.openbeelden.nl/files/07/24/724172.724025.0001RINGMUS00-NAT00Z03NXE.ogv, http://www.openbeelden.nl/files/07/24/724183.724025.0001RINGMUS00_NAT00Z03NXE.m3u8, http://www.openbeelden.nl/files/07/24/724180.724025.0001RINGMUS00-NAT00Z03NXE.ts, http://www.openbeelden.nl/files/07/24/724049.724025.0001RINGMUS00-NAT00Z03NXE.mpeg, http://www.openbeelden.nl/images/747687/Ringmus_op_feeders_%281_06%29.png;4961892;0001RINGMUS00-NAT00Z03NXE;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724021;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
451;Mannetje rietgors etend van zaadpluizen;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;buitenopname, close, cultuurlandschappen, dag, emberiza schoeniclus, eten, fauna, pluizen, rietgorzen, totaal, vogels, voorjaar, zaden, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Mannetje rietgors etend van zaadpluizen.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);3/19/2012;Moving Image;114;http://www.openbeelden.nl/files/07/24/724153.724031.0001RIETGORS0-NAT00Z03NXD.mp4, http://www.openbeelden.nl/files/07/24/724155.724031.0001RIETGORS0-NAT00Z03NXD.mp4, http://www.openbeelden.nl/files/07/24/724031.0001RIETGORS0-NAT00Z03NXD.mp4, http://www.openbeelden.nl/files/07/24/724157.724031.0001RIETGORS0-NAT00Z03NXD.webm, http://www.openbeelden.nl/files/07/24/724149.724031.0001RIETGORS0-NAT00Z03NXD.ogv, http://www.openbeelden.nl/files/07/24/724151.724031.0001RIETGORS0-NAT00Z03NXD.ogv, http://www.openbeelden.nl/files/07/24/724168.724031.0001RIETGORS0_NAT00Z03NXD.m3u8, http://www.openbeelden.nl/files/07/24/724159.724031.0001RIETGORS0-NAT00Z03NXD.ts, http://www.openbeelden.nl/files/07/24/724052.724031.0001RIETGORS0-NAT00Z03NXD.mpeg, http://www.openbeelden.nl/images/747688/Mannetje_rietgors_etend_van_zaadpluizen_%280_57%29.png;4961893;0001RIETGORS0-NAT00Z03NXD;nl;;Zuid-Holland, Nederland, Delft;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724027;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
452;Ransuil rustend in boom;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;asio otus, buitenopname, close, dag, duinen, extreem close, fauna, klauwen, nagels, oorpluimen, oren, ransuilen, roestplek, rusten, totaal, vogels, voorjaar, wijd, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Ransuil rustend in een boom.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);3/19/2012;Moving Image;226;http://www.openbeelden.nl/files/07/24/724106.724043.0001RANSUIL00-NAT00Z03NXB.mp4, http://www.openbeelden.nl/files/07/24/724108.724043.0001RANSUIL00-NAT00Z03NXB.mp4, http://www.openbeelden.nl/files/07/24/724043.0001RANSUIL00-NAT00Z03NXB.mp4, http://www.openbeelden.nl/files/07/24/724110.724043.0001RANSUIL00-NAT00Z03NXB.webm, http://www.openbeelden.nl/files/07/24/724102.724043.0001RANSUIL00-NAT00Z03NXB.ogv, http://www.openbeelden.nl/files/07/24/724104.724043.0001RANSUIL00-NAT00Z03NXB.ogv, http://www.openbeelden.nl/files/07/24/724147.724043.0001RANSUIL00_NAT00Z03NXB.m3u8, http://www.openbeelden.nl/files/07/24/724112.724043.0001RANSUIL00-NAT00Z03NXB.ts, http://www.openbeelden.nl/files/07/24/724077.724043.0001RANSUIL00-NAT00Z03NXB.mpeg, http://www.openbeelden.nl/images/747689/Ransuil_rustend_in_boom_%281_53%29.png;4961895;0001RANSUIL00-NAT00Z03NXB;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/724039;http://creativecommons.org/licenses/by-sa/3.0/nl/;6/15/2014
